Cѓd Mun; Codigouf; Codigomunicipio; Estado; Nome; Capital (1=Sim;0=Nуo); Porte do Municэpio; Populaчуo 2016 (IBGE); Сrea da unidade territorial 2015 (kmВ) (IBGE Cidades); Densidade demogrсfica 2010 (hab/kmВ) (IBGE Cidades); PIB 2013 -  A preчos correntes (1000 R$) (IBGE) ; PIB per capita (R$) 2013 (IBGE); Эndice Firjan de Gestуo Fiscal (2015); Gastos saњde e educaчуo per capita; Эndice Fiscal 2016; Colocaчуo Nacional em Gastos e Finanчas Pњblicas; Colocaчуo Estadual em Gastos e Finanчas Pњblicas; "Municэpios com эndice 
(1=Sim; 0 Nуo)"; Status em Gastos e Finanчas; Variсvel do outlier; Terceirizaчуo serviчos bсsicos; Informatizaчуo; Articulaчуo institucional; Transparъncia; Planejamento Urbano; Servidores per capita; Comissionados ; Эndice Gestуo 2016; Colocaчуo Nacional em Qualidade da Gestуo; Colocaчуo Estadual em Qualidade da Gestуo; "Municэpios com эndice 
(1=Sim; 0 Nуo)2"; Status em Qualidade da Gestуo; Variсvel do outlier ; Qualidade habitacional; Atendimento mщdico; Vulnerabilidade; Educaчуo; IDHM; Mortalidade infantil; Эndice de Desempenho 2016; Colocaчуo Nacional em Desempenho; Colocaчуo Estadual em Desempenho; "Municэpios com эndice 
(1=Sim; 0 Nуo)3"; Status em Desempenho; Variсvel do outlier  ; IGM - 2016; Colocaчуo no IGM; Colocaчуo Estadual no IGM; "Municэpios com эndice 
(1=Sim; 0 Nуo)4"
2210409; 22; 10409; PI; SAO MIGUEL DO TAPUIO; 0; Pequeno porte 1; 17.604; 5.207,02; 3,5; 85.121,40; 4.686,79; 0,376; 0,249; 0,312; 3130К; 119К; 1; Com dados; ; 0,477; 0,704; 0,000; 0,222; 0,039; 0,663; 0,998; 0,443; 3475К; 106К; 1; Com dados; ; 0,494; 0,127; 0,352; 0,538; 0,270; 0,618; 0,400; 4409К; 125К; 1; Com dados; ; 0,385; 3022К; 103К; 1
2807501; 28; 7501; SE; TOMAR DO GERU; 0; Pequeno porte 1; 13.204; 304,9; 42,2; 91.124,12; 6.907,53; 0,298; 0,304; 0,301; 3324К; 23К; 1; Com dados; ; 0,477; 0,405; 0,090; 0,322; 0,198; 0,644; 0,986; 0,446; 3441К; 37К; 1; Com dados; ; 0,490; 0,215; 0,485; 0,539; 0,258; 0,461; 0,408; 4346К; 60К; 1; Com dados; ; 0,385; 3023К; 34К; 1
1717800; 17; 17800; TO; PONTE ALTA DO BOM JESUS; 0; Pequeno porte 1; 4.647; 1.806,14; 2,5; 34.674,01; 7.450,37; 0,385; 0,210; 0,298; 3375К; 96К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,342; 0,022; 0,730; 0,994; 0,441; 3503К; 60К; 1; Com dados; ; 0,552; 0,167; 0,222; 0,366; 0,382; 0,805; 0,416; 4289К; 109К; 1; Com dados; ; 0,385; 3024К; 59К; 1
2310407; 23; 10407; CE; PARAMOTI; 0; Pequeno porte 1; 11.564; 482,59; 23,4; 72.313,33; 6.278,83; 0,098; 0,295; 0,197; 4351К; 157К; 1; Com dados; ; 0,477; 1,000; 0,000; 0,850; 0,039; 0,476; 0,997; 0,548; 1949К; 68К; 1; Com dados; ; 0,535; 0,077; 0,366; 0,677; 0,334; 0,466; 0,409; 4331К; 169К; 1; Com dados; ; 0,385; 3025К; 127К; 1
2402709; 24; 2709; RN; CERRO CORA; 0; Pequeno porte 1; 11.331; 393,57; 27,7; 72.393,54; 6.411,05; 0,187; 0,351; 0,269; 3760К; 90К; 1; Com dados; ; 0,248; 0,138; 0,074; 0,541; 0,198; 0,649; 0,996; 0,406; 3843К; 99К; 1; Com dados; ; 0,602; 0,152; 0,566; 0,632; 0,391; 0,528; 0,479; 3642К; 92К; 1; Com dados; ; 0,385; 3026К; 70К; 1
2407708; 24; 7708; RN; MONTANHAS; 0; Pequeno porte 1; 11.537; 82,2; 138,8; 66.446,25; 5.706,48; 0,231; 0,274; 0,252; 3945К; 96К; 1; Com dados; ; 0,477; 0,834; 0,090; 0,392; 0,022; 0,681; 0,994; 0,499; 2687К; 50К; 1; Com dados; ; 0,804; 0,274; 0,360; 0,468; 0,272; 0,241; 0,403; 4384К; 131К; 1; Com dados; ; 0,385; 3027К; 71К; 1
2615409; 26; 15409; PE; TORITAMA; 0; Pequeno porte 2; 43.174; 25,7; 1.383,20; 578.528,15; 14.494,73; 0,093; 0,132; 0,113; 4619К; 174К; 1; Com dados; ; 0,477; 0,304; 0,120; 0,023; 0,842; 0,901; 0,985; 0,522; 2352К; 66К; 1; Com dados; ; 0,750; 0,152; 0,706; 0,374; 0,418; 0,710; 0,518; 3240К; 40К; 1; Com dados; ; 0,384; 3028К; 87К; 1
2302305; 23; 2305; CE; BELA CRUZ; 0; Pequeno porte 2; 32.243; 843,02; 36,6; 148.393,49; 4.665,88; 0,214; 0,182; 0,198; 4348К; 156К; 1; Com dados; ; 0,477; 0,230; 0,000; 0,392; 0,586; 0,696; 0,998; 0,483; 2934К; 118К; 1; Com dados; ; 0,423; 0,182; 0,502; 0,734; 0,430; 0,558; 0,471; 3727К; 105К; 1; Com dados; ; 0,384; 3029К; 128К; 1
2202737; 22; 2737; PI; COIVARAS; 0; Pequeno porte 1; 3.942; 485,5; 7,9; 20.805,69; 5.333,42; 0,198; 0,300; 0,249; 3973К; 160К; 1; Com dados; ; 0,729; 0,834; 0,000; 0,000; 0,039; 0,628; 0,992; 0,460; 3257К; 97К; 1; Com dados; ; 0,452; 0,258; 0,663; 0,611; 0,291; 0,382; 0,443; 4010К; 82К; 1; Com dados; ; 0,384; 3030К; 104К; 1
3132305; 31; 32305; MG; ITAIPE; 0; Pequeno porte 1; 12.651; 480,83; 24,5; 71.572,78; 5.770,60; 0,362; 0,189; 0,276; 3682К; 470К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,352; 0,062; 0,689; 0,997; 0,443; 3483К; 473К; 1; Com dados; ; 0,705; 0,198; 0,638; 0,196; 0,260; 0,601; 0,433; 4106К; 740К; 1; Com dados; ; 0,384; 3031К; 490К; 1
2903607; 29; 3607; BA; BIRITINGA; 0; Pequeno porte 1; 16.628; 550,08; 27; 80.139,49; 5.092,43; 0,097; 0,289; 0,193; 4372К; 309К; 1; Com dados; ; 0,855; 1,000; 0,124; 0,000; 0,569; 0,534; 0,990; 0,582; 1427К; 130К; 1; Com dados; ; 0,580; 0,211; 0,416; 0,393; 0,227; 0,425; 0,375; 4580К; 349К; 1; Com dados; ; 0,383; 3032К; 224К; 1
3156502; 31; 56502; MG; RUBELITA; 0; Pequeno porte 1; 6.937; 1.110,30; 7; 41.587,58; 5.598,76; 0,459; 0,189; 0,324; 2929К; 315К; 1; Com dados; ; 0,229; 0,534; 0,000; 0,023; 0,000; 0,701; 0,992; 0,354; 4162К; 671К; 1; Com dados; ; 0,561; 0,284; 0,424; 0,484; 0,332; 0,748; 0,472; 3721К; 719К; 1; Com dados; ; 0,383; 3033К; 491К; 1
2312601; 23; 12601; CE; SAO LUIS DO CURU; 0; Pequeno porte 1; 12.805; 122,42; 100,7; 74.996,33; 5.922,48; 0,229; 0,236; 0,233; 4115К; 143К; 1; Com dados; ; 0,477; 0,534; 0,090; 0,601; 0,017; 0,743; 0,992; 0,493; 2762К; 113К; 1; Com dados; ; 0,517; 0,263; 0,351; 0,640; 0,422; 0,352; 0,424; 4193К; 161К; 1; Com dados; ; 0,383; 3034К; 129К; 1
3102209; 31; 2209; MG; ALVARENGA; 0; Pequeno porte 1; 4.245; 278,18; 16; 30.629,42; 6.969,15; 0,129; 0,201; 0,165; 4496К; 665К; 1; Com dados; ; 0,248; 0,368; 0,000; 0,691; 0,000; 0,961; 0,952; 0,460; 3261К; 424К; 1; Com dados; ; 0,943; 0,281; 0,493; 0,360; 0,356; 0,721; 0,526; 3180К; 642К; 1; Com dados; ; 0,383; 3035К; 492К; 1
2703502; 27; 3502; AL; JACUIPE; 0; Pequeno porte 1; 7.148; 208,74; 33,3; 53.374,85; 7.420,39; 0,196; 0,287; 0,241; 4041К; 45К; 1; Com dados; ; 0,000; 0,863; 0,090; 0,192; 0,821; 0,438; 0,994; 0,485; 2897К; 24К; 1; Com dados; ; 0,564; 0,183; 0,488; 0,591; 0,251; 0,458; 0,422; 4215К; 30К; 1; Com dados; ; 0,383; 3036К; 20К; 1
2200509; 22; 509; PI; AMARANTE; 0; Pequeno porte 1; 17.317; 1.155,21; 14,8; 92.375,30; 5.340,23; 0,138; 0,142; 0,140; 4582К; 186К; 1; Com dados; ; 0,477; 0,368; 0,000; 0,910; 0,413; 0,740; 0,986; 0,556; 1811К; 35К; 1; Com dados; ; 0,672; 0,159; 0,508; 0,525; 0,370; 0,477; 0,452; 3927К; 71К; 1; Com dados; ; 0,383; 3037К; 105К; 1
2604007; 26; 4007; PE; CARPINA; 0; Mщdio porte; 81.884; 147,67; 516,5; 1.016.401,07; 12.815,87; 0,175; 0,060; 0,117; 4616К; 172К; 1; Com dados; ; 0,000; 0,138; 0,000; 0,202; 0,908; 0,835; 0,993; 0,440; 3525К; 119К; 1; Com dados; ; 0,830; 0,155; 0,574; 0,669; 0,566; 0,745; 0,590; 2644К; 10К; 1; Com dados; ; 0,382; 3038К; 88К; 1
2310803; 23; 10803; CE; PEREIRO; 0; Pequeno porte 1; 16.139; 433,51; 36,4; 84.017,80; 5.230,52; 0,227; 0,292; 0,259; 3865К; 125К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,023; 0,172; 0,516; 0,997; 0,387; 4013К; 154К; 1; Com dados; ; 0,558; 0,213; 0,502; 0,722; 0,377; 0,631; 0,501; 3420К; 68К; 1; Com dados; ; 0,382; 3039К; 130К; 1
2302404; 23; 2404; CE; BOA VIAGEM; 0; Mщdio porte; 53.945; 2.836,78; 18,5; 284.953,46; 5.315,50; 0,276; 0,125; 0,201; 4334К; 155К; 1; Com dados; ; 0,477; 0,870; 0,000; 0,471; 0,146; 0,652; 0,998; 0,516; 2445К; 100К; 1; Com dados; ; 0,628; 0,035; 0,419; 0,529; 0,370; 0,599; 0,430; 4137К; 156К; 1; Com dados; ; 0,382; 3040К; 131К; 1
2918456; 29; 18456; BA; JUCURUCU; 0; Pequeno porte 1; 10.032; 1.457,86; 7,1; 93.211,93; 8.960,10; 0,404; 0,282; 0,343; 2606К; 85К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,312; 0,017; 0,713; 0,991; 0,433; 3600К; 297К; 1; Com dados; ; 0,587; 0,142; 0,401; 0,366; 0,234; 0,493; 0,370; 4613К; 354К; 1; Com dados; ; 0,382; 3041К; 225К; 1
2312809; 23; 12809; CE; SENADOR SA; 0; Pequeno porte 1; 7.442; 423,92; 16,2; 33.336,04; 4.623,58; 0,208; 0,254; 0,231; 4139К; 145К; 1; Com dados; ; 0,477; 0,633; 0,000; 0,451; 0,000; 0,568; 0,995; 0,446; 3438К; 140К; 1; Com dados; ; 0,600; 0,091; 0,580; 0,721; 0,382; 0,439; 0,469; 3760К; 112К; 1; Com dados; ; 0,382; 3042К; 132К; 1
2614303; 26; 14303; PE; MOREILANDIA; 0; Pequeno porte 1; 11.240; 403,39; 27,5; 68.017,68; 6.048,17; 0,230; 0,216; 0,223; 4197К; 92К; 1; Com dados; ; 0,000; 0,762; 0,120; 0,671; 0,088; 0,475; 0,996; 0,445; 3460К; 113К; 1; Com dados; ; 0,513; 0,294; 0,459; 0,645; 0,375; 0,582; 0,478; 3650К; 65К; 1; Com dados; ; 0,382; 3043К; 89К; 1
2926509; 29; 26509; BA; RIBEIRA DO AMPARO; 0; Pequeno porte 1; 15.308; 642,59; 22,2; 81.382,32; 5.359,04; 0,269; 0,197; 0,233; 4108К; 272К; 1; Com dados; ; 0,872; 1,000; 0,000; 0,000; 0,364; 0,649; 0,990; 0,554; 1855К; 179К; 1; Com dados; ; 0,563; 0,173; 0,505; 0,567; 0,165; 0,179; 0,359; 4682К; 369К; 1; Com dados; ; 0,382; 3044К; 226К; 1
2612307; 26; 12307; PE; SALOA; 0; Pequeno porte 1; 15.761; 251,55; 60,7; 93.033,98; 5.924,98; 0,298; 0,263; 0,281; 3621К; 59К; 1; Com dados; ; 0,000; 0,834; 0,000; 0,571; 0,000; 0,811; 0,985; 0,457; 3300К; 106К; 1; Com dados; ; 0,532; 0,184; 0,522; 0,459; 0,277; 0,469; 0,407; 4350К; 130К; 1; Com dados; ; 0,382; 3045К; 90К; 1
2616308; 26; 16308; PE; VICENCIA; 0; Pequeno porte 2; 32.296; 228,02; 134,8; 290.830,92; 9.126,68; 0,084; 0,141; 0,113; 4620К; 175К; 1; Com dados; ; 0,229; 0,834; 0,000; 0,332; 0,605; 0,715; 0,996; 0,530; 2233К; 60К; 1; Com dados; ; 0,807; 0,318; 0,379; 0,604; 0,387; 0,520; 0,502; 3400К; 51К; 1; Com dados; ; 0,382; 3046К; 91К; 1
1703842; 17; 3842; TO; CAMPOS LINDOS; 0; Pequeno porte 1; 9.604; 3.240,18; 2,5; 285.807,48; 31.756,39; 0,453; 0,235; 0,344; 2583К; 66К; 1; Com dados; ; 0,229; 0,870; 0,000; 0,511; 0,188; 0,701; 0,992; 0,499; 2685К; 34К; 1; Com dados; ; 0,434; 0,102; 0,465; 0,123; 0,241; 0,447; 0,302; 4898К; 122К; 1; Com dados; ; 0,382; 3047К; 60К; 1
3139250; 31; 39250; MG; MAMONAS; 0; Pequeno porte 1; 6.608; 284,37; 21,7; 33.518,14; 5.114,15; 0,420; 0,126; 0,273; 3707К; 481К; 1; Com dados; ; 0,000; 0,100; 0,000; 0,222; 0,022; 0,818; 0,989; 0,307; 4292К; 720К; 1; Com dados; ; 0,904; 0,306; 0,610; 0,478; 0,418; 0,664; 0,563; 2867К; 569К; 1; Com dados; ; 0,381; 3048К; 493К; 1
3163805; 31; 63805; MG; SAO MIGUEL DO ANTA; 0; Pequeno porte 1; 7.032; 152,11; 44,4; 53.844,69; 7.702,00; 0,363; 0,171; 0,267; 3783К; 499К; 1; Com dados; ; 0,000; 0,008; 0,090; 0,082; 0,039; 0,787; 0,997; 0,286; 4319К; 728К; 1; Com dados; ; 0,978; 0,118; 0,655; 0,509; 0,480; 0,802; 0,590; 2641К; 524К; 1; Com dados; ; 0,381; 3049К; 494К; 1
2608503; 26; 8503; PE; LAGOA DO ITAENGA; 0; Pequeno porte 2; 21.308; 57,28; 360,7; 125.235,49; 7.352,09; 0,121; 0,239; 0,180; 4436К; 124К; 1; Com dados; ; 0,229; 0,368; 0,121; 0,192; 0,550; 0,751; 0,995; 0,458; 3290К; 105К; 1; Com dados; ; 0,638; 0,150; 0,565; 0,685; 0,379; 0,612; 0,505; 3373К; 46К; 1; Com dados; ; 0,381; 3050К; 92К; 1
2513109; 25; 13109; PB; SALGADO DE SAO FELIX; 0; Pequeno porte 1; 12.145; 202,44; 59,3; 72.279,08; 5.951,83; 0,183; 0,248; 0,216; 4252К; 143К; 1; Com dados; ; 0,477; 0,368; 0,090; 0,880; 0,000; 0,564; 0,987; 0,481; 2962К; 67К; 1; Com dados; ; 0,576; 0,181; 0,433; 0,603; 0,298; 0,585; 0,446; 3980К; 94К; 1; Com dados; ; 0,381; 3051К; 68К; 1
3112901; 31; 12901; MG; CAPUTIRA; 0; Pequeno porte 1; 9.412; 187,7; 48,1; 62.439,39; 6.678,72; 0,387; 0,094; 0,240; 4052К; 566К; 1; Com dados; ; 0,000; 0,368; 0,210; 0,152; 0,113; 0,753; 0,996; 0,370; 4091К; 651К; 1; Com dados; ; 0,920; 0,167; 0,607; 0,338; 0,411; 0,750; 0,532; 3125К; 626К; 1; Com dados; ; 0,381; 3052К; 495К; 1
3158201; 31; 58201; MG; SANTA MARIA DO SUACUI; 0; Pequeno porte 1; 14.883; 624,05; 23,1; 104.835,52; 7.064,86; 0,394; 0,069; 0,232; 4131К; 592К; 1; Com dados; ; 0,000; 0,834; 0,000; 0,000; 0,022; 0,840; 0,991; 0,384; 4030К; 626К; 1; Com dados; ; 0,801; 0,143; 0,570; 0,406; 0,470; 0,772; 0,527; 3163К; 635К; 1; Com dados; ; 0,381; 3053К; 496К; 1
2805406; 28; 5406; SE; POCO REDONDO; 0; Pequeno porte 2; 34.147; 1.232,12; 25,1; 213.008,52; 6.464,79; 0,365; 0,226; 0,295; 3416К; 26К; 1; Com dados; ; 0,395; 0,633; 0,000; 0,252; 0,238; 0,742; 0,998; 0,465; 3185К; 34К; 1; Com dados; ; 0,678; 0,064; 0,430; 0,382; 0,205; 0,531; 0,382; 4547К; 67К; 1; Com dados; ; 0,381; 3054К; 35К; 1
2211407; 22; 11407; PI; VARZEA GRANDE; 0; Pequeno porte 1; 4.329; 237,01; 18,3; 21.517,48; 4.951,10; 0,458; 0,286; 0,372; 2146К; 62К; 1; Com dados; ; 0,248; 0,474; 0,000; 0,000; 0,022; 0,673; 0,993; 0,344; 4199К; 152К; 1; Com dados; ; 0,693; 0,209; 0,470; 0,628; 0,305; 0,249; 0,426; 4183К; 96К; 1; Com dados; ; 0,381; 3055К; 106К; 1
2202174; 22; 2174; PI; CAMPO LARGO DO PIAUI; 0; Pequeno porte 1; 7.126; 477,79; 14,2; 29.554,07; 4.212,38; 0,420; 0,352; 0,386; 1922К; 50К; 1; Com dados; ; 0,477; 0,633; 0,000; 0,000; 0,039; 0,682; 0,996; 0,404; 3862К; 135К; 1; Com dados; ; 0,222; 0,126; 0,460; 0,546; 0,203; 0,555; 0,352; 4707К; 167К; 1; Com dados; ; 0,381; 3056К; 107К; 1
2615102; 26; 15102; PE; TEREZINHA; 0; Pequeno porte 1; 7.089; 151,45; 44,5; 37.843,36; 5.413,15; 0,143; 0,277; 0,210; 4290К; 102К; 1; Com dados; ; 0,477; 1,000; 0,000; 0,661; 0,000; 0,721; 0,970; 0,547; 1982К; 54К; 1; Com dados; ; 0,497; 0,298; 0,449; 0,531; 0,243; 0,293; 0,385; 4525К; 140К; 1; Com dados; ; 0,381; 3057К; 93К; 1
2703908; 27; 3908; AL; JUNDIA; 0; Pequeno porte 1; 4.249; 88,79; 45,6; 33.563,71; 7.851,16; 0,318; 0,505; 0,411; 1487К; 11К; 1; Com dados; ; 0,000; 0,704; 0,090; 0,192; 0,000; 0,381; 0,993; 0,337; 4222К; 64К; 1; Com dados; ; 0,503; 0,305; 0,468; 0,560; 0,284; 0,238; 0,393; 4465К; 45К; 1; Com dados; ; 0,381; 3058К; 21К; 1
1718659; 17; 18659; TO; RIO DA CONCEICAO; 0; Pequeno porte 1; 2.021; 787,12; 2,2; 15.273,64; 8.059,97; 0,317; 0,358; 0,337; 2692К; 71К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,000; 0,022; 0,731; 0,939; 0,384; 4026К; 77К; 1; Com dados; ; 0,870; 0,114; 0,209; 0,590; 0,394; 0,341; 0,420; 4251К; 107К; 1; Com dados; ; 0,381; 3059К; 61К; 1
2709103; 27; 9103; AL; TAQUARANA; 0; Pequeno porte 2; 20.097; 153,29; 114,6; 186.539,13; 9.456,99; 0,386; 0,360; 0,373; 2131К; 18К; 1; Com dados; ; 0,000; 0,834; 0,000; 0,402; 0,000; 0,620; 0,997; 0,407; 3830К; 47К; 1; Com dados; ; 0,551; 0,212; 0,469; 0,492; 0,234; 0,209; 0,361; 4667К; 59К; 1; Com dados; ; 0,381; 3060К; 22К; 1
2111508; 21; 11508; MA; SAO MATEUS DO MARANHAO; 0; Pequeno porte 2; 40.791; 783,22; 49,9; 207.273,45; 5.169,56; 0,341; 0,226; 0,283; 3582К; 105К; 1; Com dados; ; 0,248; 1,000; 0,000; 0,372; 0,084; 0,688; 0,994; 0,484; 2918К; 69К; 1; Com dados; ; 0,376; 0,172; 0,506; 0,492; 0,413; 0,287; 0,374; 4593К; 78К; 1; Com dados; ; 0,380; 3061К; 64К; 1
2608255; 26; 8255; PE; JUCATI; 0; Pequeno porte 1; 11.269; 120,6; 87,9; 70.017,25; 6.330,10; 0,480; 0,279; 0,379; 2014К; 8К; 1; Com dados; ; 0,000; 0,762; 0,000; 0,222; 0,022; 0,780; 0,983; 0,396; 3927К; 134К; 1; Com dados; ; 0,448; 0,103; 0,718; 0,556; 0,255; 0,114; 0,366; 4644К; 153К; 1; Com dados; ; 0,380; 3062К; 94К; 1
2610905; 26; 10905; PE; PESQUEIRA; 0; Mщdio porte; 66.524; 980,87; 63,2; 555.713,86; 8.500,53; 0,210; 0,133; 0,172; 4464К; 132К; 1; Com dados; ; 0,499; 0,603; 0,000; 0,082; 0,550; 0,877; 0,995; 0,515; 2460К; 71К; 1; Com dados; ; 0,647; 0,077; 0,547; 0,547; 0,399; 0,504; 0,453; 3916К; 88К; 1; Com dados; ; 0,380; 3063К; 95К; 1
2927002; 29; 27002; BA; RIO REAL; 0; Pequeno porte 2; 41.085; 716,89; 51,8; 721.589,74; 17.948,65; 0,061; 0,138; 0,100; 4629К; 357К; 1; Com dados; ; 0,229; 0,603; 1,000; 0,312; 0,383; 0,706; 0,996; 0,604; 1126К; 97К; 1; Com dados; ; 0,698; 0,049; 0,592; 0,590; 0,308; 0,379; 0,436; 4075К; 245К; 1; Com dados; ; 0,380; 3064К; 227К; 1
3144201; 31; 44201; MG; NACIP RAYDAN; 0; Pequeno porte 1; 3.270; 233,49; 13,5; 23.542,40; 7.230,47; 0,228; 0,412; 0,320; 2994К; 328К; 1; Com dados; ; 0,000; 0,834; 0,000; 0,000; 0,081; 0,263; 0,998; 0,311; 4286К; 715К; 1; Com dados; ; 0,887; 0,270; 0,442; 0,305; 0,339; 0,807; 0,508; 3338К; 668К; 1; Com dados; ; 0,380; 3065К; 497К; 1
3136959; 31; 36959; MG; JUVENILIA; 0; Pequeno porte 1; 5.861; 1.064,70; 5,4; 39.137,86; 6.675,40; 0,294; 0,211; 0,253; 3935К; 540К; 1; Com dados; ; 0,229; 0,534; 0,317; 0,332; 0,293; 0,642; 0,994; 0,477; 3010К; 370К; 1; Com dados; ; 0,633; 0,129; 0,369; 0,305; 0,356; 0,656; 0,408; 4345К; 750К; 1; Com dados; ; 0,379; 3066К; 498К; 1
2602001; 26; 2001; PE; BODOCO; 0; Pequeno porte 2; 37.571; 1.616,50; 21,8; 189.435,31; 5.150,08; 0,272; 0,170; 0,221; 4209К; 94К; 1; Com dados; ; 0,229; 0,534; 0,284; 0,082; 0,921; 0,677; 0,993; 0,531; 2203К; 58К; 1; Com dados; ; 0,344; 0,183; 0,541; 0,477; 0,291; 0,474; 0,385; 4526К; 141К; 1; Com dados; ; 0,379; 3067К; 96К; 1
3133204; 31; 33204; MG; ITANHOMI; 0; Pequeno porte 1; 12.368; 488,84; 24,3; 88.543,35; 7.210,37; 0,135; 0,147; 0,141; 4579К; 673К; 1; Com dados; ; 0,000; 0,762; 0,000; 0,000; 0,264; 0,738; 0,994; 0,394; 3947К; 605К; 1; Com dados; ; 0,961; 0,148; 0,623; 0,578; 0,494; 0,807; 0,602; 2526К; 492К; 1; Com dados; ; 0,379; 3068К; 499К; 1
2614600; 26; 14600; PE; TABIRA; 0; Pequeno porte 2; 28.132; 388,01; 68,1; 188.623,40; 6.836,41; 0,240; 0,138; 0,189; 4397К; 117К; 1; Com dados; ; 0,000; 0,642; 0,000; 0,000; 0,661; 0,798; 0,996; 0,442; 3485К; 116К; 1; Com dados; ; 0,786; 0,191; 0,549; 0,521; 0,387; 0,593; 0,504; 3378К; 47К; 1; Com dados; ; 0,379; 3069К; 97К; 1
2604809; 26; 4809; PE; CORTES; 0; Pequeno porte 1; 12.581; 101,32; 122,9; 93.757,70; 7.413,43; 0,248; 0,323; 0,285; 3557К; 54К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,411; 0,000; 0,645; 0,988; 0,435; 3579К; 123К; 1; Com dados; ; 0,773; 0,285; 0,303; 0,562; 0,298; 0,271; 0,415; 4294К; 124К; 1; Com dados; ; 0,379; 3070К; 98К; 1
3124906; 31; 24906; MG; EUGENOPOLIS; 0; Pequeno porte 1; 11.229; 309,4; 34,1; 112.698,73; 10.206,37; 0,262; 0,137; 0,200; 4343К; 643К; 1; Com dados; ; 0,000; 0,138; 0,121; 0,000; 0,022; 0,766; 0,995; 0,292; 4312К; 727К; 1; Com dados; ; 0,985; 0,157; 0,742; 0,580; 0,554; 0,845; 0,644; 1994К; 335К; 1; Com dados; ; 0,378; 3071К; 500К; 1
2932457; 29; 32457; BA; UMBURANAS; 0; Pequeno porte 1; 19.343; 1.670,42; 10,2; 73.667,06; 3.953,16; 0,337; 0,151; 0,244; 4024К; 261К; 1; Com dados; ; 0,477; 0,834; 0,399; 0,721; 0,000; 0,651; 0,994; 0,582; 1422К; 128К; 1; Com dados; ; 0,400; 0,048; 0,484; 0,503; 0,172; 0,244; 0,309; 4877К; 389К; 1; Com dados; ; 0,378; 3072К; 228К; 1
2410900; 24; 10900; RN; RIACHUELO; 0; Pequeno porte 1; 7.970; 262,89; 26,9; 44.265,32; 5.793,89; 0,395; 0,300; 0,347; 2529К; 44К; 1; Com dados; ; 0,000; 0,239; 0,000; 0,023; 0,022; 0,590; 0,994; 0,267; 4337К; 133К; 1; Com dados; ; 0,758; 0,246; 0,445; 0,729; 0,356; 0,588; 0,520; 3220К; 54К; 1; Com dados; ; 0,378; 3073К; 72К; 1
2408706; 24; 8706; RN; PARAU; 0; Pequeno porte 1; 3.875; 383,21; 10,1; 31.813,06; 8.107,30; 0,315; 0,379; 0,347; 2540К; 46К; 1; Com dados; ; 0,229; 0,368; 0,000; 0,172; 0,106; 0,391; 0,990; 0,322; 4260К; 126К; 1; Com dados; ; 0,620; 0,237; 0,524; 0,669; 0,382; 0,355; 0,464; 3802К; 106К; 1; Com dados; ; 0,378; 3074К; 73К; 1
2514503; 25; 14503; PB; SAO JOSE DE PIRANHAS; 0; Pequeno porte 2; 20.062; 677,31; 28,2; 134.980,07; 6.840,67; 0,242; 0,171; 0,207; 4308К; 150К; 1; Com dados; ; 0,000; 0,834; 0,000; 0,591; 0,180; 0,726; 0,986; 0,474; 3068К; 74К; 1; Com dados; ; 0,692; 0,089; 0,640; 0,430; 0,353; 0,515; 0,453; 3917К; 83К; 1; Com dados; ; 0,378; 3075К; 69К; 1
2801702; 28; 1702; SE; CRISTINAPOLIS; 0; Pequeno porte 1; 18.092; 236,19; 69,9; 155.237,09; 8.852,48; 0,252; 0,356; 0,304; 3278К; 22К; 1; Com dados; ; 0,000; 0,541; 0,090; 0,292; 0,154; 0,730; 0,963; 0,396; 3926К; 51К; 1; Com dados; ; 0,611; 0,147; 0,502; 0,576; 0,263; 0,507; 0,434; 4099К; 54К; 1; Com dados; ; 0,378; 3076К; 36К; 1
2106375; 21; 6375; MA; MARANHAOZINHO; 0; Pequeno porte 1; 16.062; 760,95; 14,5; 67.797,38; 4.516,51; 0,658; 0,262; 0,460; 879К; 7К; 1; Com dados; ; 0,000; 0,008; 0,000; 0,362; 0,038; 0,897; 0,994; 0,328; 4248К; 139К; 1; Com dados; ; 0,362; 0,222; 0,476; 0,488; 0,255; 0,266; 0,345; 4738К; 110К; 1; Com dados; ; 0,378; 3077К; 65К; 1
2924678; 29; 24678; BA; PIRAI DO NORTE; 0; Pequeno porte 1; 10.386; 193,43; 52,3; 56.487,54; 5.423,67; 0,200; 0,188; 0,194; 4362К; 306К; 1; Com dados; ; 0,248; 1,000; 0,243; 0,611; 0,234; 0,542; 0,997; 0,553; 1858К; 180К; 1; Com dados; ; 0,427; 0,097; 0,551; 0,476; 0,215; 0,545; 0,385; 4522К; 340К; 1; Com dados; ; 0,378; 3078К; 229К; 1
