Cѓd Mun; Codigouf; Codigomunicipio; Estado; Nome; Capital (1=Sim;0=Nуo); Porte do Municэpio; Populaчуo 2016 (IBGE); Сrea da unidade territorial 2015 (kmВ) (IBGE Cidades); Densidade demogrсfica 2010 (hab/kmВ) (IBGE Cidades); PIB 2013 -  A preчos correntes (1000 R$) (IBGE) ; PIB per capita (R$) 2013 (IBGE); Эndice Firjan de Gestуo Fiscal (2015); Gastos saњde e educaчуo per capita; Эndice Fiscal 2016; Colocaчуo Nacional em Gastos e Finanчas Pњblicas; Colocaчуo Estadual em Gastos e Finanчas Pњblicas; "Municэpios com эndice 
(1=Sim; 0 Nуo)"; Status em Gastos e Finanчas; Variсvel do outlier; Terceirizaчуo serviчos bсsicos; Informatizaчуo; Articulaчуo institucional; Transparъncia; Planejamento Urbano; Servidores per capita; Comissionados ; Эndice Gestуo 2016; Colocaчуo Nacional em Qualidade da Gestуo; Colocaчуo Estadual em Qualidade da Gestуo; "Municэpios com эndice 
(1=Sim; 0 Nуo)2"; Status em Qualidade da Gestуo; Variсvel do outlier ; Qualidade habitacional; Atendimento mщdico; Vulnerabilidade; Educaчуo; IDHM; Mortalidade infantil; Эndice de Desempenho 2016; Colocaчуo Nacional em Desempenho; Colocaчуo Estadual em Desempenho; "Municэpios com эndice 
(1=Sim; 0 Nуo)3"; Status em Desempenho; Variсvel do outlier  ; IGM - 2016; Colocaчуo no IGM; Colocaчуo Estadual no IGM; "Municэpios com эndice 
(1=Sim; 0 Nуo)4"
2504108; 25; 4108; PB; CARRAPATEIRA; 0; Pequeno porte 1; 2.635; 54,52; 43,6; 19.452,51; 7.691,78; 0,070; 0,389; 0,229; 4149К; 134К; 1; Com dados; ; 0,000; 0,834; 0,000; 0,691; 0,086; 0,105; 0,996; 0,387; 4006К; 122К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2504157; 25; 4157; PB; CASSERENGUE; 0; Pequeno porte 1; 7.436; 201,38; 35,1; 42.534,24; 5.823,42; 0,251; 0,277; 0,264; 3816К; 103К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,464; 0,173; 0,362; 0,405; 0,169; 0,387; 0,327; 4824К; 171К; 1; Com dados; ; ; ; ; 0
2504355; 25; 4355; PB; CATURITE; 0; Pequeno porte 1; 4.810; 118,08; 38,5; 47.834,47; 10.147,32; 0,310; 0,362; 0,336; 2731К; 62К; 1; Com dados; ; 0,621; 0,534; 0,195; 0,581; 0,022; 0,595; 0,990; 0,506; 2583К; 55К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2504504; 25; 4504; PB; CONDADO; 0; Pequeno porte 1; 6.743; 280,92; 23,4; 41.457,23; 6.177,50; 0,235; 0,255; 0,245; 4016К; 122К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,805; 0,156; 0,508; 0,604; 0,360; 0,580; 0,502; 3398К; 40К; 1; Com dados; ; ; ; ; 0
2504850; 25; 4850; PB; COXIXOLA; 0; Pequeno porte 1; 1.909; 169,88; 10,4; 12.881,79; 6.940,62; 0,424; 0,508; 0,466; 819К; 10К; 1; Com dados; ; 0,229; 0,769; 0,000; 0,601; 0,163; 0,539; 0,977; 0,468; 3148К; 77К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2504900; 25; 4900; PB; CRUZ DO ESPIRITO SANTO; 0; Pequeno porte 1; 17.389; 191,1; 83,1; 106.616,18; 6.332,63; ; ; ; ; ; 0; Sem dados; ; 0,000; 0,834; 0,000; 0,451; 0,772; 0,780; 0,974; 0,544; 2024К; 36К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2505105; 25; 5105; PB; CUITE; 0; Pequeno porte 2; 20.337; 741,84; 26,9; 138.319,32; 6.814,10; 0,217; 0,212; 0,214; 4257К; 144К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2505238; 25; 5238; PB; CUITE DE MAMANGUAPE; 0; Pequeno porte 1; 6.349; 108,45; 57,2; 47.294,00; 7.482,04; 0,064; 0,386; 0,225; 4187К; 138К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,462; 0,125; 0,365; 0,467; 0,193; 0,108; 0,287; 4926К; 177К; 1; Com dados; ; ; ; ; 0
2505204; 25; 5204; PB; CUITEGI; 0; Pequeno porte 1; 6.815; 39,3; 175,3; 39.575,40; 5.739,72; 0,313; 0,221; 0,267; 3781К; 101К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,854; 0,150; 0,376; 0,450; 0,303; 0,398; 0,422; 4225К; 121К; 1; Com dados; ; ; ; ; 0
2505279; 25; 5279; PB; CURRAL DE CIMA; 0; Pequeno porte 1; 5.238; 85,1; 61,2; 36.995,96; 7.034,79; ; ; ; ; ; 0; Sem dados; ; 0,000; 0,704; 0,000; 0,471; 0,000; 0,434; 0,997; 0,372; 4082К; 124К; 1; Com dados; ; 0,447; 0,173; 0,506; 0,515; 0,205; 0,301; 0,358; 4686К; 158К; 1; Com dados; ; ; ; ; 0
2505352; 25; 5352; PB; DAMIAO; 0; Pequeno porte 1; 5.296; 185,69; 26,4; 30.369,21; 5.906,11; 0,292; 0,351; 0,321; 2971К; 70К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,351; 0,159; 0,449; 0,427; 0,186; 0,331; 0,317; 4849К; 173К; 1; Com dados; ; ; ; ; 0
2505402; 25; 5402; PB; DESTERRO; 0; Pequeno porte 1; 8.280; 179,39; 44,6; 44.860,64; 5.473,48; 0,365; 0,141; 0,253; 3932К; 113К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2505808; 25; 5808; PB; DUAS ESTRADAS; 0; Pequeno porte 1; 3.606; 26,26; 138,5; 30.283,12; 8.308,13; 0,140; 0,465; 0,302; 3302К; 82К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,744; 0,290; 0,418; 0,593; 0,382; 0,694; 0,520; 3224К; 24К; 1; Com dados; ; ; ; ; 0
2506251; 25; 6251; PB; GADO BRAVO; 0; Pequeno porte 1; 8.443; 192,41; 43,5; 46.515,26; 5.494,36; 0,317; 0,341; 0,329; 2848К; 64К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,175; 0,114; 0,278; 0,510; 0,167; 0,423; 0,278; 4942К; 178К; 1; Com dados; ; ; ; ; 0
2506301; 25; 6301; PB; GUARABIRA; 0; Mщdio porte; 58.529; 165,74; 333,8; 630.852,22; 10.993,71; 0,405; 0,149; 0,277; 3666К; 95К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,941; 0,233; 0,609; 0,570; 0,549; 0,761; 0,610; 2420К; 6К; 1; Com dados; ; ; ; ; 0
2506400; 25; 6400; PB; GURINHEM; 0; Pequeno porte 1; 14.126; 346,07; 40,1; 103.681,73; 7.354,36; 0,295; 0,277; 0,286; 3546К; 92К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,583; 0,250; 0,447; 0,481; 0,270; 0,374; 0,401; 4403К; 138К; 1; Com dados; ; ; ; ; 0
2506509; 25; 6509; PB; GURJAO; 0; Pequeno porte 1; 3.407; 340,51; 9,2; 21.956,26; 6.631,31; 0,482; 0,411; 0,446; 1023К; 13К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2506608; 25; 6608; PB; IBIARA; 0; Pequeno porte 1; 5.949; 244,48; 24,7; 34.930,99; 5.795,75; 0,339; 0,291; 0,315; 3077К; 73К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,669; 0,155; 0,256; 0,533; 0,341; 0,574; 0,422; 4233К; 122К; 1; Com dados; ; ; ; ; 0
2502607; 25; 2607; PB; IGARACY; 0; Pequeno porte 1; 6.182; 192,26; 32; 40.331,99; 6.494,68; 0,107; 0,265; 0,186; 4412К; 163К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,699; 0,116; 0,667; 0,466; 0,399; 0,688; 0,506; 3366К; 38К; 1; Com dados; ; ; ; ; 0
2506707; 25; 6707; PB; IMACULADA; 0; Pequeno porte 1; 11.792; 316,98; 35,8; 58.612,12; 5.027,20; 0,086; 0,211; 0,149; 4565К; 182К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,466; 0,091; 0,491; 0,370; 0,272; 0,301; 0,332; 4800К; 169К; 1; Com dados; ; ; ; ; 0
2506905; 25; 6905; PB; ITABAIANA; 0; Pequeno porte 2; 24.519; 218,92; 111,9; 199.600,97; 8.093,13; ; ; ; ; ; 0; Sem dados; ; 0,229; 1,000; 0,000; 0,481; 0,734; 0,678; 0,990; 0,588; 1339К; 17К; 1; Com dados; ; 0,718; 0,215; 0,518; 0,552; 0,406; 0,368; 0,463; 3823К; 76К; 1; Com dados; ; ; ; ; 0
2507101; 25; 7101; PB; ITAPOROROCA; 0; Pequeno porte 1; 18.527; 146,07; 116,4; 122.895,32; 6.858,76; 0,202; 0,168; 0,185; 4419К; 166К; 1; Com dados; ; 0,000; 1,000; 0,090; 0,920; 0,017; 0,624; 0,991; 0,520; 2377К; 49К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2507200; 25; 7200; PB; ITATUBA; 0; Pequeno porte 1; 10.809; 244,22; 41,8; 76.164,46; 7.192,11; ; ; ; ; ; 0; Sem dados; ; 0,248; 0,762; 0,090; 0,900; 0,022; 0,779; 0,973; 0,539; 2102К; 39К; 1; Com dados; ; 0,606; 0,271; 0,341; 0,481; 0,284; 0,447; 0,405; 4369К; 134К; 1; Com dados; ; ; ; ; 0
2507606; 25; 7606; PB; JUAREZ TAVORA; 0; Pequeno porte 1; 7.901; 70,84; 105,3; 44.006,89; 5.684,18; ; ; ; ; ; 0; Sem dados; ; 0,872; 0,834; 0,000; 0,521; 0,000; 0,581; 0,992; 0,543; 2047К; 38К; 1; Com dados; ; 0,769; 0,197; 0,457; 0,454; 0,325; 0,574; 0,463; 3822К; 75К; 1; Com dados; ; ; ; ; 0
2507705; 25; 7705; PB; JUAZEIRINHO; 0; Pequeno porte 1; 18.061; 467,53; 35,9; 106.388,03; 6.056,82; 0,278; 0,214; 0,246; 3998К; 120К; 1; Com dados; ; 0,248; 0,870; 0,484; 0,591; 0,022; 0,469; 0,995; 0,526; 2297К; 46К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2507804; 25; 7804; PB; JUNCO DO SERIDO; 0; Pequeno porte 1; 7.111; 170,42; 39; 46.642,49; 6.726,63; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2507903; 25; 7903; PB; JURIPIRANGA; 0; Pequeno porte 1; 10.721; 78,56; 129,8; 76.485,54; 7.242,95; 0,068; 0,226; 0,147; 4568К; 183К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,580; 0,409; 0,243; 0,498; 0,251; 0,073; 0,342; 4752К; 166К; 1; Com dados; ; ; ; ; 0
2508000; 25; 8000; PB; JURU; 0; Pequeno porte 1; 9.880; 403,28; 24,4; 54.341,92; 5.478,57; 0,230; 0,237; 0,234; 4105К; 128К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,685; 0,201; 0,425; 0,466; 0,303; 0,526; 0,434; 4096К; 109К; 1; Com dados; ; ; ; ; 0
2508208; 25; 8208; PB; LAGOA DE DENTRO; 0; Pequeno porte 1; 7.645; 84,51; 87,2; 50.761,56; 6.710,94; 0,297; 0,360; 0,329; 2850К; 65К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,552; 0,101; 0,428; 0,605; 0,303; 0,591; 0,430; 4134К; 112К; 1; Com dados; ; ; ; ; 0
2508406; 25; 8406; PB; LASTRO; 0; Pequeno porte 1; 2.745; 102,67; 27,7; 18.585,53; 6.616,42; 0,225; 0,549; 0,387; 1902К; 39К; 1; Com dados; ; 0,229; 0,834; 0,000; 0,591; 0,377; 0,374; 0,982; 0,484; 2916К; 65К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2508554; 25; 8554; PB; LOGRADOURO; 0; Pequeno porte 1; 4.299; 38; 103,8; 26.419,25; 6.355,36; 0,453; 0,365; 0,409; 1536К; 25К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,658; 0,189; 0,478; 0,409; 0,334; 0,612; 0,447; 3975К; 92К; 1; Com dados; ; ; ; ; 0
2508604; 25; 8604; PB; LUCENA; 0; Pequeno porte 1; 12.965; 88,55; 131,9; 134.669,44; 10.808,14; 0,254; 0,234; 0,244; 4023К; 123К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,839; 0,182; 0,320; 0,497; 0,334; 0,406; 0,430; 4138К; 113К; 1; Com dados; ; ; ; ; 0
2508703; 25; 8703; PB; MAE D'AGUA; 0; Pequeno porte 1; 4.017; 243,75; 16,5; 23.584,11; 5.831,88; 0,365; 0,335; 0,350; 2492К; 54К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,644; 0,133; 0,494; 0,522; 0,236; 0,284; 0,386; 4519К; 143К; 1; Com dados; ; ; ; ; 0
2508802; 25; 8802; PB; MALTA; 0; Pequeno porte 1; 5.668; 156,24; 35,9; 35.866,89; 6.315,71; 0,447; 0,258; 0,353; 2448К; 52К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2509008; 25; 9008; PB; MANAIRA; 0; Pequeno porte 1; 11.094; 352,57; 30,5; 51.956,13; 4.720,28; 0,345; 0,183; 0,264; 3817К; 104К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,566; 0,145; 0,476; 0,398; 0,239; 0,200; 0,337; 4782К; 168К; 1; Com dados; ; ; ; ; 0
2509107; 25; 9107; PB; MARI; 0; Pequeno porte 2; 21.806; 154,82; 136,8; 134.252,48; 6.201,61; ; ; ; ; ; 0; Sem dados; ; 0,000; 1,000; 0,090; 0,661; 0,660; 0,713; 0,992; 0,588; 1325К; 16К; 1; Com dados; ; 0,800; 0,151; 0,464; 0,543; 0,251; 0,165; 0,396; 4448К; 140К; 1; Com dados; ; ; ; ; 0
2509305; 25; 9305; PB; MATARACA; 0; Pequeno porte 1; 8.345; 184,19; 40,2; 169.699,19; 21.340,44; 0,174; 0,447; 0,310; 3156К; 76К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,859; 0,377; 0,319; 0,488; 0,222; 0,057; 0,387; 4511К; 142К; 1; Com dados; ; ; ; ; 0
2509339; 25; 9339; PB; MATINHAS; 0; Pequeno porte 1; 4.517; 38,12; 113,3; 39.655,59; 8.905,37; 0,095; 0,263; 0,179; 4442К; 172К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,286; 0,122; 0,513; 0,422; 0,234; 0,471; 0,341; 4759К; 167К; 1; Com dados; ; ; ; ; 0
2509370; 25; 9370; PB; MATO GROSSO; 0; Pequeno porte 1; 2.892; 83,52; 32,4; 16.599,02; 5.884,09; 0,423; 0,415; 0,419; 1378К; 20К; 1; Com dados; ; 0,621; 0,605; 0,000; 0,342; 0,000; 0,445; 0,980; 0,428; 3657К; 104К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2509396; 25; 9396; PB; MATUREIA; 0; Pequeno porte 1; 6.516; 83,69; 71; 36.630,49; 5.830,09; 0,373; 0,271; 0,322; 2944К; 68К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,618; 0,087; 0,519; 0,520; 0,308; 0,385; 0,406; 4360К; 132К; 1; Com dados; ; ; ; ; 0
2509503; 25; 9503; PB; MONTADAS; 0; Pequeno porte 1; 5.611; 31,69; 158; 30.578,36; 5.714,51; 0,272; 0,332; 0,302; 3306К; 83К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,677; 0,155; 0,521; 0,441; 0,351; 0,477; 0,437; 4065К; 102К; 1; Com dados; ; ; ; ; 0
2509602; 25; 9602; PB; MONTE HOREBE; 0; Pequeno porte 1; 4.793; 116,17; 38,8; 27.012,36; 5.762,02; 0,318; 0,303; 0,311; 3149К; 75К; 1; Com dados; ; 0,729; 0,596; 0,000; 0,641; 0,317; 0,694; 0,987; 0,566; 1654К; 21К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2509701; 25; 9701; PB; MONTEIRO; 0; Pequeno porte 2; 33.039; 986,36; 31,3; 290.849,69; 9.029,51; 0,381; 0,244; 0,313; 3118К; 74К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,712; 0,258; 0,619; 0,571; 0,442; 0,266; 0,478; 3647К; 64К; 1; Com dados; ; ; ; ; 0
2509800; 25; 9800; PB; MULUNGU; 0; Pequeno porte 1; 9.882; 195,31; 48,5; 63.022,52; 6.463,85; ; ; ; ; ; 0; Sem dados; ; 0,229; 1,000; 0,090; 0,770; 0,131; 0,629; 0,995; 0,549; 1935К; 31К; 1; Com dados; ; 0,683; 0,187; 0,434; 0,425; 0,291; 0,618; 0,440; 4040К; 100К; 1; Com dados; ; ; ; ; 0
2510006; 25; 10006; PB; NAZAREZINHO; 0; Pequeno porte 1; 7.307; 192,17; 38; 43.313,79; 5.899,45; 0,128; 0,154; 0,141; 4580К; 184К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,566; 0,201; 0,407; 0,359; 0,284; 0,474; 0,382; 4546К; 145К; 1; Com dados; ; ; ; ; 0
2510105; 25; 10105; PB; NOVA FLORESTA; 0; Pequeno porte 1; 10.644; 47,38; 222,3; 63.732,97; 5.978,14; 0,083; 0,173; 0,128; 4604К; 189К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,805; 0,159; 0,456; 0,565; 0,377; 0,526; 0,481; 3611К; 57К; 1; Com dados; ; ; ; ; 0
2510204; 25; 10204; PB; NOVA OLINDA; 0; Pequeno porte 1; 5.971; 84,25; 72; 34.049,53; 5.620,59; 0,294; 0,267; 0,280; 3628К; 93К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,667; 0,170; 0,466; 0,543; 0,310; 0,455; 0,435; 4082К; 106К; 1; Com dados; ; ; ; ; 0
2510303; 25; 10303; PB; NOVA PALMEIRA; 0; Pequeno porte 1; 4.849; 310,35; 14,1; 29.248,63; 6.294,09; 0,130; 0,335; 0,232; 4121К; 130К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,604; 0,086; 0,632; 0,489; 0,363; 0,547; 0,454; 3909К; 82К; 1; Com dados; ; ; ; ; 0
2510402; 25; 10402; PB; OLHO D'AGUA; 0; Pequeno porte 1; 6.578; 596,13; 11,6; 38.362,42; 5.649,84; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2510501; 25; 10501; PB; OLIVEDOS; 0; Pequeno porte 1; 3.916; 317,91; 11,4; 23.588,15; 6.200,88; 0,216; 0,462; 0,339; 2662К; 59К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,651; 0,176; 0,347; 0,487; 0,382; 0,566; 0,435; 4088К; 107К; 1; Com dados; ; ; ; ; 0
2510600; 25; 10600; PB; OURO VELHO; 0; Pequeno porte 1; 3.033; 129,4; 22,6; 20.991,56; 6.990,20; 0,214; 0,378; 0,296; 3402К; 87К; 1; Com dados; ; 0,229; 0,368; 0,000; 0,541; 0,022; 0,599; 0,983; 0,392; 3964К; 116К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2510659; 25; 10659; PB; PARARI; 0; Pequeno porte 1; 1.782; 207,69; 9,8; 13.862,14; 7.604,02; 0,316; 0,537; 0,427; 1271К; 17К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,663; 0,171; 0,686; 0,616; 0,337; 0,401; 0,479; 3639К; 62К; 1; Com dados; ; ; ; ; 0
2511509; 25; 11509; PB; PILAR; 0; Pequeno porte 1; 11.863; 102; 109,3; 66.462,40; 5.719,66; ; ; ; ; ; 0; Sem dados; ; 0,000; 1,000; 0,090; 0,761; 0,036; 0,647; 0,994; 0,504; 2610К; 56К; 1; Com dados; ; 0,664; 0,233; 0,424; 0,606; 0,325; 0,607; 0,476; 3669К; 66К; 1; Com dados; ; ; ; ; 0
2511608; 25; 11608; PB; PILOES; 0; Pequeno porte 1; 6.667; 64,45; 108,3; 49.342,83; 7.192,83; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2511707; 25; 11707; PB; PILOEZINHOS; 0; Pequeno porte 1; 5.099; 43,9; 117,4; 34.623,30; 6.711,24; ; ; ; ; ; 0; Sem dados; ; 0,000; 0,762; 0,090; 0,000; 0,066; 0,663; 0,976; 0,365; 4120К; 129К; 1; Com dados; ; 0,706; 0,242; 0,528; 0,537; 0,289; 0,723; 0,504; 3382К; 39К; 1; Com dados; ; ; ; ; 0
2511806; 25; 11806; PB; PIRPIRITUBA; 0; Pequeno porte 1; 10.570; 79,84; 129,3; 60.955,58; 5.792,61; 0,342; 0,121; 0,232; 4130К; 132К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2511905; 25; 11905; PB; PITIMBU; 0; Pequeno porte 1; 18.938; 136,44; 124,8; 128.953,86; 7.105,68; ; ; ; ; ; 0; Sem dados; ; 0,000; 1,000; 0,000; 0,581; 0,039; 0,746; 0,990; 0,479; 2985К; 69К; 1; Com dados; ; 0,753; 0,189; 0,455; 0,513; 0,303; 0,504; 0,453; 3921К; 85К; 1; Com dados; ; ; ; ; 0
2512309; 25; 12309; PB; PRINCESA ISABEL; 0; Pequeno porte 2; 23.247; 367,98; 57,8; 153.006,59; 6.812,10; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,738; 0,228; 0,707; 0,494; 0,389; 0,331; 0,481; 3607К; 56К; 1; Com dados; ; ; ; ; 0
2512747; 25; 12747; PB; RIACHAO; 0; Pequeno porte 1; 3.570; 90,15; 36,2; 21.782,95; 6.317,56; 0,400; 0,406; 0,403; 1629К; 28К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,738; 0,156; 0,182; 0,659; 0,313; 0,547; 0,432; 4114К; 111К; 1; Com dados; ; ; ; ; 0
2512754; 25; 12754; PB; RIACHAO DO BACAMARTE; 0; Pequeno porte 1; 4.503; 38,37; 111,1; 29.469,36; 6.668,79; 0,083; 0,303; 0,193; 4373К; 159К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,551; 0,101; 0,502; 0,497; 0,263; 0,336; 0,375; 4585К; 148К; 1; Com dados; ; ; ; ; 0
2512788; 25; 12788; PB; RIACHO DE SANTO ANTONIO; 0; Pequeno porte 1; 1.955; 91,32; 18,9; 15.662,49; 8.438,84; 0,126; 0,700; 0,413; 1459К; 23К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,610; 0,154; 0,393; 0,640; 0,360; 0,412; 0,428; 4156К; 117К; 1; Com dados; ; ; ; ; 0
2513000; 25; 13000; PB; SALGADINHO; 0; Pequeno porte 1; 3.927; 184,24; 19; 20.259,69; 5.399,70; 0,411; 0,388; 0,400; 1683К; 31К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,388; 0,085; 0,422; 0,619; 0,286; 0,431; 0,372; 4605К; 151К; 1; Com dados; ; ; ; ; 0
2513307; 25; 13307; PB; SANTA HELENA; 0; Pequeno porte 1; 5.902; 210,32; 25,5; 35.749,57; 6.009,34; 0,363; 0,270; 0,317; 3051К; 72К; 1; Com dados; ; 0,477; 1,000; 0,000; 0,681; 0,039; 0,622; 0,986; 0,544; 2037К; 37К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2513356; 25; 13356; PB; SANTA INES; 0; Pequeno porte 1; 3.595; 324,43; 10,9; 21.620,25; 6.019,00; 0,478; 0,476; 0,477; 722К; 8К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,454; 0,116; 0,421; 0,293; 0,308; 0,249; 0,307; 4885К; 174К; 1; Com dados; ; ; ; ; 0
2513802; 25; 13802; PB; SANTA TERESINHA; 0; Pequeno porte 1; 4.582; 357,95; 12,8; 32.678,65; 7.085,57; 0,133; 0,390; 0,262; 3838К; 106К; 1; Com dados; ; 0,229; 1,000; 0,000; 0,661; 0,253; 0,458; 0,991; 0,513; 2489К; 52К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2513505; 25; 13505; PB; SANTANA DE MANGUEIRA; 0; Pequeno porte 1; 5.191; 402,15; 13,3; 32.210,77; 6.086,69; 0,110; 0,355; 0,233; 4114К; 129К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,439; 0,135; 0,270; 0,389; 0,220; 0,517; 0,328; 4820К; 170К; 1; Com dados; ; ; ; ; 0
2513604; 25; 13604; PB; SANTANA DOS GARROTES; 0; Pequeno porte 1; 7.067; 353,82; 20,5; 43.010,34; 5.966,20; 0,143; 0,204; 0,173; 4461К; 173К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; 0,610; 0,157; 0,596; 0,433; 0,360; 0,591; 0,458; 3870К; 78К; 1; Com dados; ; ; ; ; 0
2513851; 25; 13851; PB; SANTO ANDRE; 0; Pequeno porte 1; 2.529; 197,71; 11,7; 19.632,22; 7.653,89; 0,210; 0,531; 0,371; 2163К; 44К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
2513927; 25; 13927; PB; SAO BENTINHO; 0; Pequeno porte 1; 4.497; 195,97; 21,1; 30.343,65; 6.967,54; 0,177; 0,305; 0,241; 4044К; 125К; 1; Com dados; ; 0,000; 0,834; 0,000; 0,561; 0,022; 0,728; 0,961; 0,444; 3473К; 94К; 1; Com dados; ; ; ; ; ; ; ; ; ; ; 0; Sem dados; ; ; ; ; 0
